date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-08-10,38.88,Transportation,Gas,Parking fee,Shell,expense,8
2024-08-10,20.29,Entertainment,Music,Movie tickets,Steam,expense,8
2024-08-10,53.15877185695404,Shopping,Electronics,Retail shopping,Target,expense,8
2024-08-10,39.86,Bank Fee,Bank Fee,Book so.,"Griffin, Poole and Williams",expense,8
2024-08-11,20.444697335117343,Shopping,Personal Care,Retail shopping,Macys,expense,8
2024-08-11,36.58,Other,Other,Drop politics.,"Stewart, Pacheco and Phillips",expense,8
2024-08-12,46.92,Transportation,Gas,Car payment,Chevron,expense,8
2024-08-12,176.46,Healthcare,Pharmacy,Insurance,Dental Associates,expense,8
2024-08-13,47.19,ATM Fee,ATM Fee,Wrong leader bring.,"Solis, Perez and Taylor",expense,8
2024-08-13,33.26,Other,Other,Who down anything rock population.,"Campbell, Johnson and Johnson",expense,8
2024-08-15,4474.38,Salary,Salary,Monthly salary payment,Tech Corp,income,8
2024-08-15,967.42,Freelance,Freelance,Freelance project payment,Upwork,income,8
2024-08-15,51.00939191183532,Shopping,Books,Online purchase,Target,expense,8
2024-08-15,10.95,Subscription,Subscription,Well stand senior.,"Li, Miller and Pineda",expense,8
2024-08-16,27.43,Food & Dining,Coffee,Grocery shopping,Whole Foods,expense,8
2024-08-16,74.46,Transportation,Public Transit,Gas fill-up,Chevron,expense,8
2024-08-17,1678.88,Housing,HOA Fees,Rent payment,Wells Fargo,expense,8
2024-08-19,1685.19,Housing,Rent,Property maintenance,Home Depot,expense,8
2024-08-19,30.04,Transportation,Gas,Gas fill-up,Honda Finance,expense,8
2024-08-19,10.6,Entertainment,Sports,Movie tickets,Spotify,expense,8
2024-08-21,46.9,ATM Fee,ATM Fee,Face six they everyone.,Smith-Smith,expense,8
2024-08-22,1720.79,Housing,Mortgage,Rent payment,Wells Fargo,expense,8
2024-08-23,50.25,Food & Dining,Coffee,Coffee,Whole Foods,expense,8
2024-08-23,46.46754738494755,Shopping,Books,Online purchase,Target,expense,8
2024-08-24,25.39,Food & Dining,Restaurants,Coffee,Chipotle,expense,8
2024-08-27,38.38,Food & Dining,Fast Food,Coffee,Chipotle,expense,8
2024-08-28,1147.6252002939848,Travel,Vacation,Flight booking,Expedia,expense,8
2024-08-29,9.48,Food & Dining,Groceries,Grocery shopping,Safeway,expense,8
2024-08-29,4.86,Entertainment,Music,Subscription,Netflix,expense,8
2024-08-29,34.97,Other,Other,Ahead simply lay.,Lester Ltd,expense,8
2024-08-31,26.52181325137563,Shopping,Books,Online purchase,CVS,expense,8
2024-09-01,4086.9,Salary,Salary,Monthly salary payment,Finance Inc,income,8
2024-09-05,223.24,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,8
2024-09-05,13.33,Bank Fee,Bank Fee,Home dinner provide daughter.,Elliott-Williams,expense,8
2024-09-05,17.27,Subscription,Subscription,Me building into politics significant.,"Burch, Ford and Benton",expense,8
2024-09-08,49.91,Transportation,Parking,Gas fill-up,Shell,expense,8
2024-09-08,37.1,Subscription,Subscription,Still firm few including town.,Keller-Fox,expense,8
2024-09-09,43.81,Food & Dining,Restaurants,Lunch,Whole Foods,expense,8
2024-09-10,17.642827049516153,Shopping,Clothing,Online purchase,Amazon,expense,8
2024-09-12,56.23,Transportation,Gas,Car payment,Lyft,expense,8
2024-09-13,154.96,Utilities,Water,Electric bill,PG&E,expense,8
2024-09-13,62.66466054280647,Shopping,Home Goods,Personal items,Macys,expense,8
2024-09-15,4166.65,Salary,Salary,Monthly salary payment,Finance Inc,income,8
2024-09-15,42.71,Food & Dining,Restaurants,Lunch,Starbucks,expense,8
2024-09-16,65.66,Transportation,Public Transit,Parking fee,Lyft,expense,8
2024-09-17,27.09,Entertainment,Streaming,Subscription,Spotify,expense,8
2024-09-18,41.84893928859126,Shopping,Clothing,Online purchase,Target,expense,8
2024-09-18,41.0,ATM Fee,ATM Fee,Hotel trip party myself effect.,Freeman PLC,expense,8
2024-09-18,48.06,Bank Fee,Bank Fee,Rather cup owner before.,"Williams, Carter and Phelps",expense,8
2024-09-20,1706.89,Housing,Maintenance,Rent payment,Bank of America,expense,8
2024-09-21,1668.99,Housing,Maintenance,Property maintenance,Home Depot,expense,8
2024-09-21,235.9,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,8
2024-09-21,29.26,Other,Other,Realize when almost.,"Butler, Fisher and Graham",expense,8
2024-09-21,9.25,Subscription,Subscription,Pay down why fly military.,"Foster, Farmer and Morales",expense,8
2024-09-21,41.2,Other,Other,Treatment election stuff.,"Peterson, Lawrence and Jones",expense,8
2024-09-22,19.93,Other,Other,Reach fund position not.,"Perkins, Rasmussen and Parker",expense,8
2024-09-23,26.96,Food & Dining,Restaurants,Dinner,Uber Eats,expense,8
2024-09-25,20.95,Entertainment,Streaming,Movie tickets,PlayStation Store,expense,8
2024-09-27,5.57,Entertainment,Gaming,Concert,PlayStation Store,expense,8
2024-09-29,289.46,Utilities,Phone,Phone bill,AT&T,expense,8
2024-09-30,27.00798252467629,Shopping,Personal Care,Retail shopping,CVS,expense,8
2024-09-30,23.34,Other,Other,Interest perform address.,"Stuart, Hahn and Scott",expense,8
2024-10-01,4085.54,Salary,Salary,Monthly salary payment,Finance Inc,income,8
2024-10-01,48.35,Food & Dining,Fast Food,Grocery shopping,Uber Eats,expense,8
2024-10-01,6.38,Entertainment,Sports,Concert,PlayStation Store,expense,8
2024-10-02,51.79,Shopping,Electronics,Online purchase,CVS,expense,8
2024-10-02,20.87,Shopping,Books,Online purchase,Macys,expense,8
2024-10-04,422.56,Travel,Hotels,Flight booking,Expedia,expense,8
2024-10-05,6.37,Entertainment,Movies,Movie tickets,AMC Theaters,expense,8
2024-10-07,27.72,ATM Fee,ATM Fee,Whole party draw what.,Evans Group,expense,8
2024-10-07,30.8,Subscription,Subscription,President red tree decision.,Harris-Bowman,expense,8
2024-10-08,181.19,Healthcare,Pharmacy,Insurance,Dental Associates,expense,8
2024-10-10,69.82,Transportation,Car Payment,Car payment,Metro,expense,8
2024-10-10,25.59,Transportation,Public Transit,Parking fee,Lyft,expense,8
2024-10-10,42.54,Other,Other,Man reach significant.,Pierce-Bell,expense,8
2024-10-12,20.13,Entertainment,Streaming,Concert,Steam,expense,8
2024-10-13,1763.93,Housing,Property Tax,Property maintenance,Landlord,expense,8
2024-10-13,54.66,Food & Dining,Coffee,Coffee,Uber Eats,expense,8
2024-10-13,49.92,Other,Other,Rich upon hot draw.,Evans Inc,expense,8
2024-10-15,4094.08,Salary,Salary,Monthly salary payment,Finance Inc,income,8
2024-10-15,953.13,Freelance,Freelance,Freelance project payment,Client B,income,8
2024-10-15,9.05,Subscription,Subscription,Use break.,"Bennett, Evans and Ferguson",expense,8
2024-10-17,18.02,Entertainment,Sports,Subscription,Netflix,expense,8
2024-10-19,5.76,Other,Other,Catch TV for.,Stone-Chambers,expense,8
2024-10-20,222.53,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,8
2024-10-22,54.98,Food & Dining,Coffee,Dinner,McDonalds,expense,8
2024-10-22,26.43,Entertainment,Music,Concert,Steam,expense,8
2024-10-23,28.64,Other,Other,Close medical very form character.,"Lopez, George and Blair",expense,8
2024-10-25,24.89,Shopping,Personal Care,Retail shopping,Walgreens,expense,8
2024-10-25,31.91,Shopping,Books,Personal items,Macys,expense,8
2024-10-26,285.27,Utilities,Electric,Internet bill,PG&E,expense,8
2024-10-26,5.38,Bank Fee,Bank Fee,Team customer easy shoulder.,"Cox, Evans and Lewis",expense,8
2024-10-27,25.82,Shopping,Personal Care,Online purchase,Amazon,expense,8
2024-10-27,32.29,Other,Other,Huge message.,Livingston-Maldonado,expense,8
2024-10-30,1637.3,Housing,Property Tax,Property maintenance,Home Depot,expense,8
2024-10-30,38.17,Transportation,Car Payment,Car payment,Shell,expense,8
2024-10-31,49.55,Food & Dining,Restaurants,Lunch,Chipotle,expense,8
2024-11-01,4223.49,Salary,Salary,Monthly salary payment,Healthcare LLC,income,8
2024-11-01,7.81,Entertainment,Movies,Subscription,PlayStation Store,expense,8
2024-11-01,17.629379517350962,Shopping,Home Goods,Online purchase,Macys,expense,8
2024-11-02,235.31,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,8
2024-11-03,20.94,Subscription,Subscription,Yet political none.,"Thompson, Miller and Smith",expense,8
2024-11-03,36.33,Bank Fee,Bank Fee,Stay quickly prove at.,Perkins Ltd,expense,8
2024-11-05,1767.01,Housing,HOA Fees,Mortgage payment,Property Manager,expense,8
2024-11-05,173.53,Utilities,Electric,Phone bill,AT&T,expense,8
2024-11-10,22.71,ATM Fee,ATM Fee,Baby forget pass.,Smith-Washington,expense,8
2024-11-11,14.19,Transportation,Car Payment,Gas fill-up,Shell,expense,8
2024-11-12,15.030422079878656,Food & Dining,Fast Food,Grocery shopping,Starbucks,expense,8
2024-11-13,6.23,Entertainment,Streaming,Movie tickets,Spotify,expense,8
2024-11-13,18.5,Entertainment,Streaming,Subscription,AMC Theaters,expense,8
2024-11-14,22.51,Entertainment,Gaming,Concert,Netflix,expense,8
2024-11-14,207.38,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,8
2024-11-14,16.06,ATM Fee,ATM Fee,Process employee.,"Walker, Kennedy and Ward",expense,8
2024-11-15,4246.33,Salary,Salary,Monthly salary payment,Tech Corp,income,8
2024-11-15,41.49,Other,Other,Worker record executive affect.,"Williamson, Black and Kidd",expense,8
2024-11-16,60.02,Transportation,Public Transit,Gas fill-up,Lyft,expense,8
2024-11-16,190.1,Utilities,Phone,Internet bill,PG&E,expense,8
2024-11-16,24.96,Bank Fee,Bank Fee,Through camera hand.,"Haynes, Ortiz and Scott",expense,8
2024-11-17,48.888781878249326,Food & Dining,Fast Food,Coffee,Starbucks,expense,8
2024-11-17,13.93,Entertainment,Sports,Subscription,Netflix,expense,8
2024-11-17,25.1627891834542,Shopping,Books,Personal items,Target,expense,8
2024-11-17,19.09,Bank Fee,Bank Fee,West free.,"Moore, Baldwin and Stevens",expense,8
2024-11-17,44.21,Subscription,Subscription,Operation affect worker.,Murray Inc,expense,8
2024-11-17,10.27,Bank Fee,Bank Fee,Develop argue toward drug trade.,Lane PLC,expense,8
2024-11-18,89.63913189916167,Food & Dining,Fast Food,Dinner,Safeway,expense,8
2024-11-18,19.06,Entertainment,Gaming,Subscription,PlayStation Store,expense,8
2024-11-18,66.85645453535912,Shopping,Personal Care,Retail shopping,Macys,expense,8
2024-11-18,175.18,Healthcare,Pharmacy,Doctor visit,CVS Pharmacy,expense,8
2024-11-18,31.33,Bank Fee,Bank Fee,Performance PM kind.,Smith Inc,expense,8
2024-11-20,84.01730074443859,Food & Dining,Fast Food,Dinner,Safeway,expense,8
2024-11-20,19.49,Other,Other,Chair hope property structure.,Grant-Brown,expense,8
2024-11-23,1787.44,Housing,HOA Fees,Mortgage payment,Home Depot,expense,8
2024-11-23,6.02,Subscription,Subscription,Environmental window everything support.,Anderson-Rice,expense,8
2024-11-24,32.28,Transportation,Gas,Car payment,Honda Finance,expense,8
2024-11-25,478.68247093245003,Travel,Vacation,Flight booking,Hertz,expense,8
2024-11-26,46.340905031624125,Food & Dining,Fast Food,Coffee,McDonalds,expense,8
2024-11-26,50.38,Transportation,Public Transit,Car payment,Shell,expense,8
2024-11-26,27.55,ATM Fee,ATM Fee,Adult market drug human professional.,"Cox, Gentry and Jones",expense,8
2024-11-26,42.01,Other,Other,Three candidate soon.,Carpenter-Morgan,expense,8
2024-11-27,83.65455536227424,Food & Dining,Delivery,Lunch,Uber Eats,expense,8
2024-11-29,21.71879773036222,Shopping,Clothing,Retail shopping,Amazon,expense,8
2024-12-01,4132.75,Salary,Salary,Monthly salary payment,Healthcare LLC,income,8
2024-12-01,24.61,Transportation,Parking,Car payment,Chevron,expense,8
2024-12-01,279.59,Utilities,Electric,Phone bill,PG&E,expense,8
2024-12-01,62.244903074342744,Shopping,Electronics,Personal items,Macys,expense,8
2024-12-01,11.12,Other,Other,Season paper still change.,"Maynard, Bryant and Hughes",expense,8
2024-12-02,20.8,Bank Fee,Bank Fee,Star turn reality seem.,Cook-Le,expense,8
2024-12-04,7.87,Entertainment,Music,Concert,Steam,expense,8
2024-12-06,264.21,Utilities,Phone,Phone bill,Verizon,expense,8
2024-12-10,61.85258535978133,Food & Dining,Fast Food,Grocery shopping,Chipotle,expense,8
2024-12-10,197.84,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,8
2024-12-11,21.73,Other,Other,Operation team laugh appear.,Marquez-Miller,expense,8
2024-12-12,39.3280186922273,Food & Dining,Coffee,Coffee,Safeway,expense,8
2024-12-14,35.88,Transportation,Uber/Lyft,Car payment,Chevron,expense,8
2024-12-15,4391.71,Salary,Salary,Monthly salary payment,Healthcare LLC,income,8
2024-12-15,1722.56,Housing,HOA Fees,Property maintenance,Landlord,expense,8
2024-12-17,79.15109494659747,Shopping,Home Goods,Online purchase,Best Buy,expense,8
2024-12-18,39.68,Transportation,Public Transit,Parking fee,Chevron,expense,8
2024-12-18,7.31,Entertainment,Movies,Subscription,Netflix,expense,8
2024-12-18,32.1,Bank Fee,Bank Fee,Seek more only discover.,Herman-Nolan,expense,8
2024-12-19,26.28,Entertainment,Music,Movie tickets,AMC Theaters,expense,8
2024-12-20,38.3,Transportation,Uber/Lyft,Car payment,Honda Finance,expense,8
2024-12-21,14.472890710626595,Food & Dining,Delivery,Coffee,DoorDash,expense,8
2024-12-22,27.29,Subscription,Subscription,Either school parent no.,"Mack, Rivera and Murphy",expense,8
2024-12-23,6.17,Entertainment,Movies,Subscription,Spotify,expense,8
2024-12-23,231.78,Healthcare,Insurance Premium,Doctor visit,CVS Pharmacy,expense,8
2024-12-26,28.407578857759596,Food & Dining,Coffee,Dinner,DoorDash,expense,8
2024-12-27,26.89,Entertainment,Movies,Concert,PlayStation Store,expense,8
2024-12-29,204.51,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,8
2024-12-30,15.67,Entertainment,Gaming,Concert,Netflix,expense,8
2024-12-31,34.42177719585625,Shopping,Personal Care,Retail shopping,Macys,expense,8
2024-01-01,4984.58,Salary,Salary,Monthly salary payment,Finance Inc,income,9
2024-01-01,27.14,Shopping,Home Goods,Personal items,CVS,expense,9
2024-01-01,36.07,Bank Fee,Bank Fee,Evening recently read.,Day LLC,expense,9
2024-01-02,216.73,Utilities,Phone,Phone bill,AT&T,expense,9
2024-01-02,329.45,Travel,Vacation,Vacation expense,Hertz,expense,9
2024-01-03,8.29,Entertainment,Streaming,Movie tickets,Netflix,expense,9
2024-01-04,28.19,Transportation,Public Transit,Car payment,Shell,expense,9
2024-01-05,62.11,Food & Dining,Fast Food,Dinner,Whole Foods,expense,9
2024-01-05,27.51,Shopping,Books,Online purchase,Best Buy,expense,9
2024-01-06,59.17,Transportation,Gas,Car payment,Metro,expense,9
2024-01-06,225.48,Utilities,Internet,Phone bill,PG&E,expense,9
2024-01-06,24.26,Entertainment,Movies,Subscription,Spotify,expense,9
2024-01-06,177.5,Healthcare,Dental,Doctor visit,Kaiser Permanente,expense,9
2024-01-06,12.06,Bank Fee,Bank Fee,Order against many.,"Hunt, Compton and Duran",expense,9
2024-01-07,1876.51,Housing,Maintenance,Mortgage payment,Home Depot,expense,9
2024-01-07,32.28,Entertainment,Movies,Subscription,Steam,expense,9
2024-01-07,47.06,Other,Other,The politics new stay.,Collier PLC,expense,9
2024-01-08,35.5,Entertainment,Movies,Subscription,AMC Theaters,expense,9
2024-01-10,65.4,Food & Dining,Fast Food,Grocery shopping,Whole Foods,expense,9
2024-01-11,64.97,Transportation,Public Transit,Parking fee,Lyft,expense,9
2024-01-12,52.17,Transportation,Gas,Gas fill-up,Uber,expense,9
2024-01-13,17.27,Subscription,Subscription,Road life ever.,"Moss, Huffman and Molina",expense,9
2024-01-14,201.49,Utilities,Gas,Phone bill,PG&E,expense,9
2024-01-15,5034.9,Salary,Salary,Monthly salary payment,Finance Inc,income,9
2024-01-15,1677.6,Freelance,Freelance,Freelance project payment,Client B,income,9
2024-01-16,13.71,ATM Fee,ATM Fee,Order hold friend.,Williams Ltd,expense,9
2024-01-16,26.06,Other,Other,Sure another since light worker.,"White, Davis and Fowler",expense,9
2024-01-17,69.49,Food & Dining,Delivery,Coffee,Whole Foods,expense,9
2024-01-20,1938.45,Housing,Maintenance,Mortgage payment,Landlord,expense,9
2024-01-20,37.86,ATM Fee,ATM Fee,Pay race give.,"Walters, Patel and Simmons",expense,9
2024-01-22,15.99,Shopping,Books,Retail shopping,Best Buy,expense,9
2024-01-22,29.38,Other,Other,Service quickly serious finish.,Brady Ltd,expense,9
2024-01-24,61.69,Transportation,Uber/Lyft,Gas fill-up,Chevron,expense,9
2024-01-25,40.85,Shopping,Home Goods,Online purchase,Walgreens,expense,9
2024-01-25,45.15,Other,Other,Teach but necessary practice.,Daniels-Alvarez,expense,9
2024-01-27,13.65,Entertainment,Sports,Concert,Steam,expense,9
2024-01-27,17.24,Entertainment,Music,Subscription,Steam,expense,9
2024-01-28,41.37,Bank Fee,Bank Fee,Road purpose reduce.,Campos-Hudson,expense,9
2024-01-30,20.85,Transportation,Public Transit,Gas fill-up,Honda Finance,expense,9
2024-02-01,4886.98,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-02-01,519.49,Freelance,Freelance,Freelance project payment,Client A,income,9
2024-02-01,207.14,Utilities,Internet,Electric bill,Comcast,expense,9
2024-02-02,33.27,Shopping,Books,Personal items,Best Buy,expense,9
2024-02-03,45.64,Other,Other,Air country last.,"Blake, Obrien and Martinez",expense,9
2024-02-03,23.88,Subscription,Subscription,Voice PM south.,Smith Inc,expense,9
2024-02-03,21.09,ATM Fee,ATM Fee,Same public weight television.,Norris-Smith,expense,9
2024-02-05,38.11,Other,Other,Feeling environment agent purpose.,Thomas and Sons,expense,9
2024-02-06,43.94,Bank Fee,Bank Fee,Produce father century hot.,"Burke, Scott and Cunningham",expense,9
2024-02-07,209.57,Healthcare,Pharmacy,Doctor visit,Kaiser Permanente,expense,9
2024-02-09,28.57,ATM Fee,ATM Fee,Forward someone statement city.,Lutz-Williams,expense,9
2024-02-10,35.52,Shopping,Books,Retail shopping,Walgreens,expense,9
2024-02-11,71.64,Transportation,Uber/Lyft,Parking fee,Lyft,expense,9
2024-02-12,2068.79,Housing,Maintenance,Property maintenance,Wells Fargo,expense,9
2024-02-12,33.45,Entertainment,Music,Concert,Spotify,expense,9
2024-02-12,39.81,Bank Fee,Bank Fee,Property business development.,"Villegas, Lee and Jenkins",expense,9
2024-02-14,47.23,Shopping,Electronics,Online purchase,Target,expense,9
2024-02-15,5133.3,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-02-15,11.12,Shopping,Clothing,Personal items,Best Buy,expense,9
2024-02-16,19.19,Entertainment,Movies,Subscription,PlayStation Store,expense,9
2024-02-18,47.17,Transportation,Uber/Lyft,Gas fill-up,Uber,expense,9
2024-02-18,20.89,Entertainment,Gaming,Subscription,Steam,expense,9
2024-02-19,59.85,Shopping,Personal Care,Retail shopping,Target,expense,9
2024-02-20,78.26,Transportation,Parking,Car payment,Shell,expense,9
2024-02-20,39.65,Bank Fee,Bank Fee,Police before sound.,Martinez-White,expense,9
2024-02-21,47.12,ATM Fee,ATM Fee,Which national hour.,"Shaffer, Bean and Miller",expense,9
2024-02-22,18.91,Food & Dining,Restaurants,Coffee,Whole Foods,expense,9
2024-02-22,6.32,Other,Other,Risk huge firm perhaps.,Wong-Haas,expense,9
2024-02-22,8.68,Bank Fee,Bank Fee,Appear image eat like.,Hahn-Rios,expense,9
2024-02-23,40.82,ATM Fee,ATM Fee,Know group produce place.,Warren Inc,expense,9
2024-02-23,45.9,ATM Fee,ATM Fee,Start design vote than these.,Campbell-Willis,expense,9
2024-02-25,77.37,Transportation,Gas,Gas fill-up,Metro,expense,9
2024-02-25,43.11,Other,Other,Bad land test road sense.,Hurst-Hood,expense,9
2024-02-26,21.84,Food & Dining,Coffee,Dinner,DoorDash,expense,9
2024-02-26,50.0,Food & Dining,Groceries,Grocery shopping,Whole Foods,expense,9
2024-02-26,35.22,Other,Other,Push very end research here.,"Benjamin, Gonzalez and Conrad",expense,9
2024-02-28,1943.68,Housing,Rent,Mortgage payment,Property Manager,expense,9
2024-02-28,13.19,Entertainment,Music,Movie tickets,PlayStation Store,expense,9
2024-02-29,93.32,Transportation,Public Transit,Car payment,Metro,expense,9
2024-03-01,5138.17,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-03-01,1257.32,Freelance,Freelance,Freelance project payment,Client A,income,9
2024-03-02,64.52,Transportation,Car Payment,Gas fill-up,Uber,expense,9
2024-03-02,5.07,ATM Fee,ATM Fee,Natural ground movement here.,Mora-Peterson,expense,9
2024-03-03,1943.56,Housing,Mortgage,Mortgage payment,Property Manager,expense,9
2024-03-04,24.32,Food & Dining,Groceries,Grocery shopping,Chipotle,expense,9
2024-03-04,53.55,Food & Dining,Fast Food,Grocery shopping,Whole Foods,expense,9
2024-03-04,9.7,Entertainment,Movies,Concert,PlayStation Store,expense,9
2024-03-04,29.71,Shopping,Electronics,Personal items,Walgreens,expense,9
2024-03-06,10.21,Shopping,Electronics,Personal items,Walgreens,expense,9
2024-03-06,21.22,Shopping,Home Goods,Retail shopping,Walgreens,expense,9
2024-03-09,54.71,Shopping,Home Goods,Online purchase,Amazon,expense,9
2024-03-10,5.84,Entertainment,Music,Concert,PlayStation Store,expense,9
2024-03-11,12.65,Bank Fee,Bank Fee,Market town see expect.,Jones Group,expense,9
2024-03-11,48.58,Other,Other,Huge news together.,Young-Miller,expense,9
2024-03-12,17.61,Subscription,Subscription,Discussion economy new.,Wilson-Martin,expense,9
2024-03-13,51.15,Shopping,Home Goods,Personal items,Walgreens,expense,9
2024-03-14,66.07,Food & Dining,Delivery,Grocery shopping,Uber Eats,expense,9
2024-03-14,34.9,Transportation,Parking,Car payment,Metro,expense,9
2024-03-14,49.13,ATM Fee,ATM Fee,Knowledge ten indeed light.,"Mitchell, Nguyen and Wolfe",expense,9
2024-03-15,4775.64,Salary,Salary,Monthly salary payment,Finance Inc,income,9
2024-03-15,1862.72,Freelance,Freelance,Freelance project payment,Client A,income,9
2024-03-16,24.95,Entertainment,Sports,Movie tickets,PlayStation Store,expense,9
2024-03-17,1915.94,Housing,Property Tax,Rent payment,Wells Fargo,expense,9
2024-03-19,23.24,Transportation,Gas,Car payment,Uber,expense,9
2024-03-21,40.71,ATM Fee,ATM Fee,Someone mission stay election technology.,Rogers-Scott,expense,9
2024-03-21,28.42,Subscription,Subscription,Notice would.,Mosley PLC,expense,9
2024-03-21,40.42,Subscription,Subscription,Maintain tell strong bed far.,Andrews Inc,expense,9
2024-03-26,68.81,Food & Dining,Restaurants,Grocery shopping,Whole Foods,expense,9
2024-03-26,231.44,Utilities,Internet,Electric bill,Comcast,expense,9
2024-03-26,30.53,Entertainment,Music,Subscription,Steam,expense,9
2024-03-26,35.53,Other,Other,Toward garden.,Harper-Singh,expense,9
2024-03-28,41.72,Food & Dining,Coffee,Grocery shopping,Chipotle,expense,9
2024-03-28,28.44,Subscription,Subscription,Power rise join small base.,"Adams, Parsons and Mcfarland",expense,9
2024-03-29,275.94,Healthcare,Dental,Insurance,Dental Associates,expense,9
2024-03-31,1924.96,Housing,Maintenance,Property maintenance,Bank of America,expense,9
2024-03-31,12.91,Food & Dining,Delivery,Coffee,Starbucks,expense,9
2024-04-01,4877.1,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-04-01,25.21,Shopping,Clothing,Retail shopping,Amazon,expense,9
2024-04-02,79.35,Transportation,Car Payment,Car payment,Metro,expense,9
2024-04-03,38.9,Other,Other,Yeah sort performance pay.,Galvan-Martin,expense,9
2024-04-04,29.37,Entertainment,Music,Subscription,PlayStation Store,expense,9
2024-04-04,36.93,ATM Fee,ATM Fee,Team size air.,"Shelton, Martin and Graham",expense,9
2024-04-05,1895.4,Housing,Rent,Mortgage payment,Bank of America,expense,9
2024-04-05,89.08,Transportation,Car Payment,Car payment,Shell,expense,9
2024-04-05,27.13,Shopping,Electronics,Personal items,Target,expense,9
2024-04-06,89.11,Transportation,Uber/Lyft,Parking fee,Uber,expense,9
2024-04-06,258.33,Healthcare,Pharmacy,Doctor visit,Kaiser Permanente,expense,9
2024-04-07,45.74,Food & Dining,Groceries,Lunch,McDonalds,expense,9
2024-04-07,45.11,Food & Dining,Restaurants,Grocery shopping,DoorDash,expense,9
2024-04-07,39.03,Transportation,Parking,Parking fee,Honda Finance,expense,9
2024-04-07,21.24,Transportation,Parking,Parking fee,Honda Finance,expense,9
2024-04-07,168.18,Healthcare,Pharmacy,Prescription,Kaiser Permanente,expense,9
2024-04-08,81.55,Transportation,Car Payment,Parking fee,Lyft,expense,9
2024-04-10,11.35,Entertainment,Streaming,Concert,Spotify,expense,9
2024-04-10,34.68,Shopping,Home Goods,Online purchase,Walgreens,expense,9
2024-04-14,17.39,ATM Fee,ATM Fee,Us Republican hair law.,Bruce-Johnson,expense,9
2024-04-15,4737.23,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-04-15,30.82,Food & Dining,Restaurants,Grocery shopping,McDonalds,expense,9
2024-04-20,26.94,Bank Fee,Bank Fee,Own television recently.,Mccann and Sons,expense,9
2024-04-21,867.47,Travel,Hotels,Vacation expense,Hertz,expense,9
2024-04-22,25.8,ATM Fee,ATM Fee,In attack exactly career.,"Anderson, Clay and Martin",expense,9
2024-04-24,21.13,Entertainment,Sports,Subscription,AMC Theaters,expense,9
2024-04-29,313.84,Utilities,Phone,Electric bill,Verizon,expense,9
2024-05-01,5054.17,Salary,Salary,Monthly salary payment,Tech Corp,income,9
2024-05-01,58.16,Food & Dining,Delivery,Lunch,DoorDash,expense,9
2024-05-03,32.03,Entertainment,Movies,Concert,Spotify,expense,9
2024-05-06,1972.36,Housing,Mortgage,Rent payment,Property Manager,expense,9
2024-05-06,34.2,Shopping,Clothing,Online purchase,CVS,expense,9
2024-05-06,157.73,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,9
2024-05-08,64.32,Food & Dining,Restaurants,Coffee,Chipotle,expense,9
2024-05-08,54.14,Food & Dining,Coffee,Lunch,Whole Foods,expense,9
2024-05-08,36.07,Entertainment,Gaming,Concert,Netflix,expense,9
2024-05-08,27.42,Shopping,Personal Care,Retail shopping,Target,expense,9
2024-05-08,202.04,Healthcare,Pharmacy,Doctor visit,Kaiser Permanente,expense,9
2024-05-10,19.63,Transportation,Parking,Car payment,Lyft,expense,9
2024-05-10,16.48,Subscription,Subscription,Finally team and above.,Mcintosh Ltd,expense,9
2024-05-12,1940.69,Housing,Mortgage,Rent payment,Home Depot,expense,9
2024-05-12,252.97,Healthcare,Doctor Visit,Prescription,Kaiser Permanente,expense,9
2024-05-13,57.25,Transportation,Uber/Lyft,Car payment,Metro,expense,9
2024-05-14,71.77,Transportation,Public Transit,Gas fill-up,Uber,expense,9
2024-05-14,14.81,Entertainment,Music,Concert,PlayStation Store,expense,9
2024-05-15,4818.16,Salary,Salary,Monthly salary payment,Finance Inc,income,9
2024-05-17,26.6,Entertainment,Sports,Concert,AMC Theaters,expense,9
2024-05-17,20.14,Other,Other,Start wind ever manager feel.,"Jones, Henry and Torres",expense,9
2024-05-18,9.34,Shopping,Home Goods,Online purchase,Best Buy,expense,9
2024-05-18,37.93,Other,Other,Laugh seem message really find.,"Douglas, Sawyer and Aguilar",expense,9
2024-05-19,230.96,Utilities,Water,Electric bill,Water Company,expense,9
2024-05-20,48.95,Food & Dining,Fast Food,Dinner,Uber Eats,expense,9
2024-05-21,6.37,Subscription,Subscription,Better deep manage arm.,Taylor-Robinson,expense,9
2024-05-21,40.14,ATM Fee,ATM Fee,Article election remain.,Lee-Cameron,expense,9
